1578130046239|17|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578130176405|17|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578130210813|17|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578130381770|19|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578130527137|16|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578130616616|16|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578168164545|18|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578791250950|37|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578791268581|98|statement|connection 0|insert into code(phone,code,time) values (?,?,?)|insert into code(phone,code,time) values ('13272950110','034802','12-一月-20')
1578791378915|36|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578791391591|43|statement|connection 0|insert into code(phone,code,time) values (?,?,?)|insert into code(phone,code,time) values ('13272950110','094850','12-一月-20')
1578791570023|35|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578791574121|56|statement|connection 0|insert into code(phone,code,time) values (?,?,?)|insert into code(phone,code,time) values ('13272950110','151765','12-一月-20')
1578791663030|42|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578791667340|65|statement|connection 0|insert into code(phone,code,time) values (?,?,?)|insert into code(phone,code,time) values ('13272950110','963329','12-一月-20')
1578791780377|29|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578791784479|44|statement|connection 0|insert into code(phone,code,time) values (?,?,?)|insert into code(phone,code,time) values ('13272950110','592802','12-一月-20')
1578791993306|30|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578791997423|52|statement|connection 0|insert into code(phone,code,time) values (?,?,?)|insert into code(phone,code,time) values ('13272950110','036354','12-一月-20')
1578792215102|39|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578792317207|41|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578792321484|74|statement|connection 0|insert into system_user (      username, password, salt, phone, role_ids, locked    ) values (      ?,?,?,?,?,?    )|insert into system_user (      username, password, salt, phone, role_ids, locked    ) values (      'username','password','55555','12345678910','1,2,3',1    )
1578792378770|38|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578792382922|72|statement|connection 0|insert into sys_user (      username, password, salt, phone, role_ids, locked    ) values (      ?,?,?,?,?,?    )|insert into sys_user (      username, password, salt, phone, role_ids, locked    ) values (      'username','password','55555','12345678910','1,2,3',1    )
1578792530913|38|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578792537596|46|statement|connection 0|insert into code(phone,code,time) values (?,?,?)|insert into code(phone,code,time) values ('13272950110','945400','12-一月-20')
1578792731238|32|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578792737691|39|statement|connection 0|INSERT INTO code(phone, code, time) VALUES (?, ?, ?)|INSERT INTO code(phone, code, time) VALUES ('13272950110', '370784', '12-一月-20')
1578792832867|34|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578792836971|49|statement|connection 0|INSERT INTO code(phone, code, time) VALUES (?, ?, now())|INSERT INTO code(phone, code, time) VALUES ('13272950110', '744497', now())
1578929814413|23|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1578929852280|130|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580089050847|125|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580204172655|30|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580204226866|32|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580204279797|31|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580204352650|34|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580204356549|92|statement|connection 0|insert into dish (      name, money, img, sales, sale, praise, shop_id, active, status    ) values (              ?,?,?,?,?,?,?,?,?      ,        ?,?,?,?,?,?,?,?,?           )|insert into dish (      name, money, img, sales, sale, praise, shop_id, active, status    ) values (              '111',12.2,1,1,0,0,1,0,1      ,        '112',12.2,1,1,0,0,1,0,1           )
1580204575621|36|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580204579561|142|statement|connection 0|insert into dish (      name, money, img, sales, sale, praise, shop_id, active, status    ) values (      ?,?,?,?,?,?,?,?,?    )|insert into dish (      name, money, img, sales, sale, praise, shop_id, active, status    ) values (      '111',12.2,1,1,0,0,1,0,1    )
1580204669618|35|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580204673662|72|statement|connection 0|insert into dish (      name, money, img, sales, sale, praise, shop_id, active, status    ) values (      ?,?,?,?,?,?,?,?,?    )|insert into dish (      name, money, img, sales, sale, praise, shop_id, active, status    ) values (      '111',12.2,1,1,0,0,1,0,1    )
1580204688049|30|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580204692379|74|statement|connection 0|insert into dish (      name, money, img, sales, sale, praise, shop_id, active, status    ) values             (?,?,?,?,?,?,?,?,?)      ,       (?,?,?,?,?,?,?,?,?)|insert into dish (      name, money, img, sales, sale, praise, shop_id, active, status    ) values             ('111',12.2,1,1,0,0,1,0,1)      ,       ('112',12.2,1,1,0,0,1,0,1)
1580486961828|168|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580488043939|137|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580488275122|26|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580488559576|27|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580488759538|28|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580488958269|28|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580489134777|28|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580489243577|31|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580489329196|26|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580489737278|33|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580489966415|24|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580490109869|27|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580490136332|22|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580490207933|28|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580538859731|28|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580538985714|26|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580539130556|28|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580539305808|24|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580539505234|34|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580539558516|40|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580539759770|29|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580539836675|30|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580539943121|25|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580541711908|25|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580552866347|30|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580566757298|20|statement|connection 1|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580566761863|19|statement|connection 2|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580568002006|31|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580568783286|28|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580568811669|33|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580568900684|28|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580569011084|30|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580569413599|29|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580569740489|21|statement|connection 1|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580569752760|19|statement|connection 2|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580569763817|18|statement|connection 3|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580569857341|29|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580569934704|27|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580570306201|33|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580570434099|28|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580651565515|31|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580652111540|25|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580653870801|31|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580654753320|16|statement|connection 1|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580654753424|53|statement|connection 1|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'username'
1580654753448|16|statement|connection 1|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'username'
1580654758912|21547|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580654758931|17|statement|connection 1|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'username'
1580654758950|16|statement|connection 1|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'username'
1580654759043|15|statement|connection 2|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1580658879203|15|statement|connection 3|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581255499957|28|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581255645631|26|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581255709317|26|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581255774279|26|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581256001091|23|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581257845577|24|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581258398241|24|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581258986727|25|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581259419725|31|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581259497217|32|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581259648148|62|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581259686035|72|statement|connection 0|insert into sys_user (      username, password, salt, phone, role_ids, locked    ) values (      ?,?,?,?,?,?    )|insert into sys_user (      username, password, salt, phone, role_ids, locked    ) values (      'testUser001','1265df2ace60a027d171a7f37b242876','iiM0aU4N9MtQb8vpE2CIuQ==','13345678911','1',1    )
1581259744320|25|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581259778472|21|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581259778499|20|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581259804604|20|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581259804654|48|statement|connection 0|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = ?|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = 2
1581259820896|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581259820916|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581259878272|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581259878291|18|statement|connection 0|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = ?|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = 2
1581260022004|27|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581260085227|19|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581260085258|20|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260085284|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260138439|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260138459|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260271631|25|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581260306413|21|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260306440|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260471378|25|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581260504419|20|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260504445|20|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260520121|20|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260520142|20|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260535687|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260535707|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260593733|27|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581260615116|34|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260615142|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260638229|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260638280|48|statement|connection 0|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = ?|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = 2
1581260660295|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260660316|20|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260706053|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260706072|18|statement|connection 0|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = ?|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = 2
1581260707895|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581260707914|18|statement|connection 0|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = ?|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = 2
1581261113053|30|statement|connection 1|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581261113116|21|statement|connection 1|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581261113144|27|statement|connection 1|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581261128989|19138|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581261129009|19|statement|connection 1|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581261129030|19|statement|connection 1|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581261129134|17|statement|connection 2|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581261740134|26|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581261808126|27|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581261821953|19|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581261821978|18|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581261822063|17|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581261822083|17|statement|connection 0|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = ?|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = 2
1581261831951|18|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581261831969|17|statement|connection 0|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = ?|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = 2
1581261956564|16|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581261956582|17|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581261956600|17|statement|connection 0|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = ?|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = 2
1581262007248|17|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581262007266|17|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581262064793|17|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581262064811|17|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581262064841|17|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581262064859|17|statement|connection 0|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = ?|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = 2
1581262069727|17|statement|connection 0|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = ?|select            id, username, password, salt, phone, role_ids, locked     from sys_user where username = 'testUser001'
1581262069747|17|statement|connection 0|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = ?|select            id, avatar, name, method, img, code, user_id     from user_detail where user_id = 2
1581262141984|26|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581314491028|31|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581314587410|26|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581314677563|28|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581314698331|28|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581314762095|30|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581315785450|30|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581316018128|27|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581316068597|29|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581316161011|29|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581317149124|32|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581317237233|23|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581317510629|24|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581317561381|27|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581317591195|51|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581317692486|52|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581317945581|25|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581318012177|26|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581318082795|23|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581318257021|24|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581318301675|26|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581338241020|22|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581338269723|30|statement|connection 0|select           id, name, url , description , type       img where url = ?|select           id, name, url , description , type       img where url = 'index'
1581338414896|24|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581338481922|23|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581338533956|26|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581338660987|25|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581338813994|25|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581338824870|46|statement|connection 0|select           id, name, url , description , type       from img where url = ? and type = 1|select           id, name, url , description , type       from img where url = 'index' and type = 1
1581338872206|23|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581338875476|16|statement|connection 0|select           id, name, url , description , type       from img where url = ? and type = 1|select           id, name, url , description , type       from img where url = 'index' and type = 1
1581338910459|25|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581338913659|18|statement|connection 0|select           id, name, url , description , type       from img where url = ? and type = 1|select           id, name, url , description , type       from img where url = 'index' and type = 1
1581338933291|18|statement|connection 0|select           id, name, url , description , type       from img where url = ? and type = 1|select           id, name, url , description , type       from img where url = 'index' and type = 1
1581339062487|17|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581339062505|18|statement|connection 0|select           id, name, url , description , type       from img where url = ? and type = 1|select           id, name, url , description , type       from img where url = 'index' and type = 1
1581339082656|24|statement|connection 0|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581339086321|41|statement|connection 0|select           id, name, url , description , type       from img where url = ? and type = 1|select           id, name, url , description , type       from img where url = 'index' and type = 1
1581339112168|16|statement|connection 0|select           id, name, url , description , type       from img where url = ? and type = 1|select           id, name, url , description , type       from img where url = 'index' and type = 1
1581341862681|18|statement|connection 1|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581341867394|16|statement|connection 2|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
1581341986560|18|statement|connection 3|SELECT 1 FROM DUAL|SELECT 1 FROM DUAL
